#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Biological role(s) interactor A	Biological role(s) interactor B	Experimental role(s) interactor A	Experimental role(s) interactor B	Host organism	Identification method participant A	Identification method participant B
uniprot:Q9CZN4	uniprot:Q60749	uniprot:C9J314|uniprot:B4DS77|uniprot:C9JCE9	uniprot:Q8NB97|uniprot:Q99760|uniprot:D3DPP3|uniprot:Q07666|uniprot:Q6PJX7	psi-mi:"MI:0018"(two hybrid)	Kunde et al. 2017	pubmed:28904854	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730766	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9CZN4	uniprot:O70263	uniprot:C9J314|uniprot:B4DS77|uniprot:C9JCE9	uniprot:Q8TBB1|uniprot:Q9BY20|uniprot:Q8N4C2|uniprot:Q96MJ7|uniprot:Q4W5K7	psi-mi:"MI:0018"(two hybrid)	Kunde et al. 2017	pubmed:28904854	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730767	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9CZN4	uniprot:Q91XL2	uniprot:C9J314|uniprot:B4DS77|uniprot:C9JCE9	uniprot:Q5W0P0|uniprot:Q8N448|uniprot:Q6ZMH2|uniprot:Q96SH4	psi-mi:"MI:0018"(two hybrid)	Kunde et al. 2017	pubmed:28904854	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730768	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9CZN4	uniprot:Q6RHR9	uniprot:C9J314|uniprot:B4DS77|uniprot:C9JCE9	uniprot:O75085|uniprot:O43863|uniprot:A8K188|uniprot:Q96QZ7|uniprot:O00309|uniprot:Q96QZ9|uniprot:Q96QZ8	psi-mi:"MI:0018"(two hybrid)	Kunde et al. 2017	pubmed:28904854	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730769	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9CZN4	uniprot:Q9EQJ9	uniprot:C9J314|uniprot:B4DS77|uniprot:C9JCE9	uniprot:Q9H2V6|uniprot:A0A024R0E9|uniprot:Q9H5Y8|uniprot:Q9HCD8|uniprot:A0A024R0H3|uniprot:Q5TCQ8|uniprot:Q5TCQ9|uniprot:Q9HBC4|uniprot:Q5TCR0	psi-mi:"MI:0018"(two hybrid)	Kunde et al. 2017	pubmed:28904854	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730770	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9CZN4	uniprot:Q3U1V8	uniprot:C9J314|uniprot:B4DS77|uniprot:C9JCE9	uniprot:Q9H2N5|uniprot:Q0D2G7|uniprot:P80192|uniprot:A3KN85|uniprot:Q6EH31	psi-mi:"MI:0018"(two hybrid)	Kunde et al. 2017	pubmed:28904854	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730771	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9CZN4	uniprot:Q9QZQ1	uniprot:C9J314|uniprot:B4DS77|uniprot:C9JCE9	uniprot:O75087|uniprot:Q9NSN7|uniprot:O75089|uniprot:O75088|uniprot:Q5TIG6|uniprot:Q5TIG7|uniprot:Q9NU92|uniprot:Q59FP0|uniprot:P55196	psi-mi:"MI:0018"(two hybrid)	Kunde et al. 2017	pubmed:28904854	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730772	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9CZN4	uniprot:Q9JLB2	uniprot:C9J314|uniprot:B4DS77|uniprot:C9JCE9	uniprot:Q86T98|uniprot:Q8N7I5|uniprot:Q8N3R9|uniprot:Q9H9Q0|uniprot:Q7Z631|uniprot:A1L380	psi-mi:"MI:0018"(two hybrid)	Kunde et al. 2017	pubmed:28904854	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730773	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9CZN4	uniprot:Q62083	uniprot:C9J314|uniprot:B4DS77|uniprot:C9JCE9	uniprot:O95906|uniprot:B3KS52|uniprot:Q9NRD5	psi-mi:"MI:0018"(two hybrid)	Kunde et al. 2017	pubmed:28904854	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730774	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9CZN4	uniprot:Q8VE92	uniprot:C9J314|uniprot:B4DS77|uniprot:C9JCE9	uniprot:B3KT83|uniprot:Q9BQ04	psi-mi:"MI:0018"(two hybrid)	Kunde et al. 2017	pubmed:28904854	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730775	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9CZN4	uniprot:Q80UV9	uniprot:C9J314|uniprot:B4DS77|uniprot:C9JCE9	uniprot:Q70T01|uniprot:B1Q2X3|uniprot:Q70T02|uniprot:Q70T00|uniprot:A5CVD1|uniprot:A5CVD0|uniprot:A5CVC8|uniprot:A5CVC9|uniprot:Q70Q87|uniprot:Q70Q86|uniprot:Q59FZ3|uniprot:P21675|uniprot:Q6IUZ1|uniprot:Q70T03	psi-mi:"MI:0018"(two hybrid)	Kunde et al. 2017	pubmed:28904854	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730776	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9CZN4	uniprot:Q62318	uniprot:C9J314|uniprot:B4DS77|uniprot:C9JCE9	uniprot:Q7Z632|uniprot:O00677|uniprot:Q93040|uniprot:Q13263|uniprot:Q96IM1	psi-mi:"MI:0018"(two hybrid)	Kunde et al. 2017	pubmed:28904854	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730777	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9CZN4	uniprot:Q9NRD5	uniprot:C9J314|uniprot:B4DS77|uniprot:C9JCE9	uniprot:O95906|uniprot:B3KS52|uniprot:Q9NRD5	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kunde et al. 2017	pubmed:28904854	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730778	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	COS7	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:Q9CZN4	uniprot:Q6RHR9	uniprot:C9J314|uniprot:B4DS77|uniprot:C9JCE9	uniprot:O75085|uniprot:O43863|uniprot:A8K188|uniprot:Q96QZ7|uniprot:O00309|uniprot:Q96QZ9|uniprot:Q96QZ8	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kunde et al. 2017	pubmed:28904854	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730779	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	COS7	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:Q9CZN4	uniprot:P31016	uniprot:C9J314|uniprot:B4DS77|uniprot:C9JCE9	uniprot:B7Z1S1|uniprot:Q9UKK8|uniprot:G5E939|uniprot:Q92941|uniprot:P78352	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kunde et al. 2017	pubmed:28904854	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730780	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	COS7	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:Q9CZN4	uniprot:Q92796	uniprot:C9J314|uniprot:B4DS77|uniprot:C9JCE9	uniprot:Q5JUW6|uniprot:B4E0H1|uniprot:Q92796|uniprot:Q5JUW7|uniprot:Q9ULI8|uniprot:D3DVU5	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kunde et al. 2017	pubmed:28904854	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730781	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	COS7	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:P53779	uniprot:P32121	uniprot:B3KQ94|uniprot:Q49AP1|uniprot:A6NFS3|uniprot:A6NG28|uniprot:Q15707	uniprot:Q0Z8D3|uniprot:P32121|uniprot:Q6ICT3|uniprot:B5B0C0|uniprot:Q2PP19|uniprot:H0Y688|uniprot:B7WPL3|uniprot:Q8N7Y2|uniprot:D3DTK2|uniprot:B4DLW0|uniprot:Q9UEQ6	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kunde et al. 2013	pubmed:23329067	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730782	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	COS7	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:P53779	uniprot:P31016	uniprot:B3KQ94|uniprot:Q49AP1|uniprot:A6NFS3|uniprot:A6NG28|uniprot:Q15707	uniprot:B7Z1S1|uniprot:Q9UKK8|uniprot:G5E939|uniprot:Q92941|uniprot:P78352	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kunde et al. 2013	pubmed:23329067	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730783	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	COS7	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:P53779	uniprot:Q92796	uniprot:B3KQ94|uniprot:Q49AP1|uniprot:A6NFS3|uniprot:A6NG28|uniprot:Q15707	uniprot:Q5JUW6|uniprot:B4E0H1|uniprot:Q92796|uniprot:Q5JUW7|uniprot:Q9ULI8|uniprot:D3DVU5	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kunde et al. 2013	pubmed:23329067	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730784	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	COS7	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:P53779	uniprot:Q9BYB0	uniprot:B3KQ94|uniprot:Q49AP1|uniprot:A6NFS3|uniprot:A6NG28|uniprot:Q15707	uniprot:Q9BYB0|uniprot:Q8TET3|uniprot:D7UT47	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kunde et al. 2013	pubmed:23329067	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730785	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	COS7	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:P45983	uniprot:P31016	uniprot:Q308M2|uniprot:Q15713|uniprot:Q15712|uniprot:B7ZLV4|uniprot:B5BTZ5|uniprot:Q15709|uniprot:D3DX92|uniprot:D3DX88	uniprot:B7Z1S1|uniprot:Q9UKK8|uniprot:G5E939|uniprot:Q92941|uniprot:P78352	psi-mi:"MI:0424"(protein kinase assay)	Kunde et al. 2013	pubmed:23329067	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0217"(phosphorylation reaction)	PSINDB	730786	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	in vitro	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:P53779	uniprot:P31016	uniprot:B3KQ94|uniprot:Q49AP1|uniprot:A6NFS3|uniprot:A6NG28|uniprot:Q15707	uniprot:B7Z1S1|uniprot:Q9UKK8|uniprot:G5E939|uniprot:Q92941|uniprot:P78352	psi-mi:"MI:0424"(protein kinase assay)	Kunde et al. 2013	pubmed:23329067	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0217"(phosphorylation reaction)	PSINDB	730787	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	in vitro	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:P53779	uniprot:P31016	uniprot:B3KQ94|uniprot:Q49AP1|uniprot:A6NFS3|uniprot:A6NG28|uniprot:Q15707	uniprot:B7Z1S1|uniprot:Q9UKK8|uniprot:G5E939|uniprot:Q92941|uniprot:P78352	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kunde et al. 2013	pubmed:23329067	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730788	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	COS7	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:P60766	uniprot:Q8BUV3	uniprot:P25763|uniprot:P21181|uniprot:P60953|uniprot:Q9UDI2|uniprot:Q7L8R5	uniprot:Q9P2G2|uniprot:Q9H4E9|uniprot:Q9NQX3|uniprot:Q96KU4	psi-mi:"MI:0096"(pull down)	Tyagarajan et al. 2011	pubmed:21807943	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730789	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	mouse brain homogenate membrane-associated fraction	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0113"(western blot)
uniprot:P60766	uniprot:Q8BUV3	uniprot:P25763|uniprot:P21181|uniprot:P60953|uniprot:Q9UDI2|uniprot:Q7L8R5	uniprot:Q9P2G2|uniprot:Q9H4E9|uniprot:Q9NQX3|uniprot:Q96KU4	psi-mi:"MI:0096"(pull down)	Tyagarajan et al. 2011	pubmed:21807943	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730790	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	mouse brain homogenate cytosolic fraction	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0113"(western blot)
uniprot:Q03555	uniprot:Q9QX73	uniprot:Q9P2G2|uniprot:Q9H4E9|uniprot:Q9NQX3|uniprot:Q96KU4	uniprot:O43307|uniprot:Q5JSL6|uniprot:A8K1S8|uniprot:B4DHC7|uniprot:F8W7P8	psi-mi:"MI:0096"(pull down)	Tyagarajan et al. 2011	pubmed:21807943	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730791	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:Q03555	uniprot:Q9QX73	uniprot:Q9P2G2|uniprot:Q9H4E9|uniprot:Q9NQX3|uniprot:Q96KU4	uniprot:O43307|uniprot:Q5JSL6|uniprot:A8K1S8|uniprot:B4DHC7|uniprot:F8W7P8	psi-mi:"MI:0096"(pull down)	Tyagarajan et al. 2011	pubmed:21807943	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730792	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:P60953	uniprot:Q9QX73	uniprot:P25763|uniprot:P21181|uniprot:Q9UDI2|uniprot:Q7L8R5	uniprot:O43307|uniprot:Q5JSL6|uniprot:A8K1S8|uniprot:B4DHC7|uniprot:F8W7P8	psi-mi:"MI:0096"(pull down)	Tyagarajan et al. 2011	pubmed:21807943	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730793	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:P60953	uniprot:Q9QX73	uniprot:P25763|uniprot:P21181|uniprot:Q9UDI2|uniprot:Q7L8R5	uniprot:O43307|uniprot:Q5JSL6|uniprot:A8K1S8|uniprot:B4DHC7|uniprot:F8W7P8	psi-mi:"MI:0096"(pull down)	Tyagarajan et al. 2011	pubmed:21807943	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730794	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:Q13153	uniprot:P60953	uniprot:Q13567|uniprot:Q32M53|uniprot:O75561|uniprot:Q86W79|uniprot:Q32M54	uniprot:P25763|uniprot:P21181|uniprot:P60953|uniprot:Q9UDI2|uniprot:Q7L8R5	psi-mi:"MI:0096"(pull down)	Tyagarajan et al. 2011	pubmed:21807943	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730795	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:Q03555	uniprot:O43307	uniprot:Q9P2G2|uniprot:Q9H4E9|uniprot:Q9NQX3|uniprot:Q96KU4	uniprot:O43307|uniprot:Q5JSL6|uniprot:A8K1S8|uniprot:B4DHC7|uniprot:F8W7P8	psi-mi:"MI:0018"(two hybrid)	Harvey et al. 2004	pubmed:15215304	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730796	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprot:Q03555	uniprot:O43307	uniprot:Q9P2G2|uniprot:Q9H4E9|uniprot:Q9NQX3|uniprot:Q96KU4	uniprot:O43307|uniprot:Q5JSL6|uniprot:A8K1S8|uniprot:B4DHC7|uniprot:F8W7P8	psi-mi:"MI:0018"(two hybrid)	Harvey et al. 2004	pubmed:15215304	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730797	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprot:Q03555	uniprot:O43307	uniprot:Q9P2G2|uniprot:Q9H4E9|uniprot:Q9NQX3|uniprot:Q96KU4	uniprot:O43307|uniprot:Q5JSL6|uniprot:A8K1S8|uniprot:B4DHC7|uniprot:F8W7P8	psi-mi:"MI:0018"(two hybrid)	Harvey et al. 2004	pubmed:15215304	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730798	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprot:Q03555	uniprot:O43307	uniprot:Q9P2G2|uniprot:Q9H4E9|uniprot:Q9NQX3|uniprot:Q96KU4	uniprot:O43307|uniprot:Q5JSL6|uniprot:A8K1S8|uniprot:B4DHC7|uniprot:F8W7P8	psi-mi:"MI:0018"(two hybrid)	Harvey et al. 2004	pubmed:15215304	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730799	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprot:Q03555	uniprot:O43307	uniprot:Q9P2G2|uniprot:Q9H4E9|uniprot:Q9NQX3|uniprot:Q96KU4	uniprot:O43307|uniprot:Q5JSL6|uniprot:A8K1S8|uniprot:B4DHC7|uniprot:F8W7P8	psi-mi:"MI:0018"(two hybrid)	Harvey et al. 2004	pubmed:15215304	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730800	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprot:Q03555	uniprot:P48167	uniprot:Q9P2G2|uniprot:Q9H4E9|uniprot:Q9NQX3|uniprot:Q96KU4	uniprot:A8K3K2|uniprot:P48167|uniprot:D3DP23|uniprot:F5GWE1	psi-mi:"MI:0018"(two hybrid)	Harvey et al. 2004	pubmed:15215304	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730801	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprot:Q03555	uniprot:P48167	uniprot:Q9P2G2|uniprot:Q9H4E9|uniprot:Q9NQX3|uniprot:Q96KU4	uniprot:A8K3K2|uniprot:P48167|uniprot:D3DP23|uniprot:F5GWE1	psi-mi:"MI:0018"(two hybrid)	Harvey et al. 2004	pubmed:15215304	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730802	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprot:Q03555	uniprot:P48167	uniprot:Q9P2G2|uniprot:Q9H4E9|uniprot:Q9NQX3|uniprot:Q96KU4	uniprot:A8K3K2|uniprot:P48167|uniprot:D3DP23|uniprot:F5GWE1	psi-mi:"MI:0018"(two hybrid)	Harvey et al. 2004	pubmed:15215304	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730803	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprot:Q03555	uniprot:P48167	uniprot:Q9P2G2|uniprot:Q9H4E9|uniprot:Q9NQX3|uniprot:Q96KU4	uniprot:A8K3K2|uniprot:P48167|uniprot:D3DP23|uniprot:F5GWE1	psi-mi:"MI:0018"(two hybrid)	Harvey et al. 2004	pubmed:15215304	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730804	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	yeast	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
